Blog	four	looking	second	kids	k	music	until	example	want	feature	place	series	wasn	service	needed	project	tech	came	saying	result	best	men	country	asked	much	life	things	had	easy	possible	right	old	dollars	o	support	happy	choice	team	along	love	fake	working	following	such	years	didn	internet	million	quite	open	city	future	san	say	take	ways	link	going	hour	jobs	many	wants	technology	being	rest	around	dark	world	power	favorite	her	site	am	congress	tv	th	small	past	hours	experience	via	company	learn	states	its	always	found	really	research	major	self	also	play	plan	cover	set	see	movie	available	let	whole	community	person	amp	couple	d	continue	tools	next	line	us	customers	ago	having	results	try	video	great	makes	high	move	doing	could	start	system	face	fact	should	means	stuff	email	android	less	web	government	five	become	does	three	places	problem	worked	told	thursday	work	law	office	then	them	network	another	john	away	com	information	hand	photo	thanks	night	security	post	months	way	war	true	update	together	cost	change	usually	market	live	car	write	product	use	still	half	january	space	shows	cars	care	national	online	price	america	only	between	article	comes	these	media	thinking	real	read	early	using	business	aren	lot	trying	building	month	very	learned	family	put	takes	history	help	soon	actually	event	since	ask	off	clear	latest	justice	hope	pretty	during	won	probably	both	else	look	while	smart	ready	used	march	game	run	within	similar	doesn	e	go	facebook	michael	started	meet	control	links	including	him	front	special	keep	need	able	talk	based	she	written	key	well	page	twitter	home	washington	he	piece	star	friends	lives	whose	companies	likely	even	tips	ever	never	call	tell	give	answer	president	before	better	weeks	went	side	content	isn	user	features	matter	seen	seem	don	m	explain	stop	bad	decided	said	against	appeared	website	study	make	left	human	yes	yet	deal	dead	popular	super	down	digital	weekend	happening	daily	did	making	may	man	maybe	nbsp	group	interesting	policy	morning	living	where	thing	think	fast	little	anyone	were	especially	shot	show	data	black	nearly	enough	reading	across	according	among	those	different	pay	same	money	audience	youtube	again	important	u	children	public	published	two	coming	response	playing	through	late	someone	house	hard	idea	done	least	believe	b	built	build	businesses	find	please	mean	point	simple	shutdown	create	understand	fun	itself	yesterday	cut	big	bit	google	often	forward	giving	others	account	act	ll	day	red	text	taking	almost	helped	center	thought	brand	minutes	under	every	school	street	york	would	phone	must	me	times	end	writing	each	got	free	wanted	days	already	top	too	took	though	chris	watch	amazon	report	full	however	news	games	search	several	social	donald	everything	head	check	cool	posts	says	goes	today	local	trump	term	name	turn	given	white	r	pro	any	ideas	sure	multiple	state	come	case	good	trip	week	without	blog	everyone	far	list	ten	design	version	members	known	rather	short	might	number	health	friday	feel	story	store	kind	nothing	part	his	wrote	art	recently	attention	c	questions	question	long	called	users	once	app	few	women	something	united	instead	looks	cohen	which	who	why	fear	thousands	words	view	job	perhaps	other	know	because	lead	getting	own	made	whether	percent	book
kottke.org	3	4	8	3	0	8	7	3	7	0	5	2	2	1	5	3	1	2	6	5	6	0	3	5	16	8	14	16	3	5	4	5	0	2	0	0	1	0	1	12	1	4	1	4	18	8	2	5	3	4	2	4	3	7	8	2	1	10	1	2	11	2	5	10	2	12	5	18	4	1	11	3	2	4	1	4	5	3	1	6	11	2	1	4	15	6	12	7	5	3	3	22	7	0	2	6	14	0	4	1	5	3	5	1	4	20	1	1	0	2	13	4	8	3	3	1	24	6	4	2	0	2	4	2	5	1	7	8	8	2	0	0	15	4	2	2	7	3	3	4	2	0	6	0	5	1	4	17	16	1	3	3	4	0	4	4	3	0	7	0	7	1	23	2	1	2	2	0	3	2	15	2	6	3	2	6	12	4	0	9	3	5	0	4	1	2	8	14	14	3	2	19	15	2	10	7	10	8	3	0	3	4	1	1	10	2	5	3	1	5	1	6	5	3	5	2	8	3	1	2	0	8	4	4	1	12	4	13	9	0	0	16	1	11	7	5	5	1	2	5	3	0	9	3	2	2	4	6	1	2	4	4	5	5	2	9	5	1	7	0	9	3	1	45	8	5	4	2	2	1	2	14	1	3	9	0	1	2	2	5	4	17	2	5	5	0	5	1	1	3	7	4	10	5	0	3	0	0	6	2	1	0	7	10	1	12	2	3	0	8	5	0	8	5	1	2	0	4	1	4	5	5	208	4	3	2	2	1	10	11	13	0	11	1	31	6	3	4	4	11	0	5	2	3	1	4	12	11	2	12	0	2	1	5	1	1	3	6	2	8	3	0	0	9	3	5	5	0	2	2	3	4	0	2	4	0	7	0	3	4	4	0	5	0	2	4	1	2	8	9	2	9	1	0	4	2	3	4	11	5	0	2	5	2	1	5	2	4	2	6	3	13	0	26	1	1	18	4	4	3	15	4	3	4	4	8	2	6	3	1	0	4	1	1	9	3	3	9	0	3	17	5	1	6	2	3	2	10	3	1	3	12	4	3	4	5	12	0	0	5	2	2	1	1	1	7	5	2	2	5	6	6	8	1	3	7	7	0	3	7	7	10	6	2	0	2	2	5	4	2	13	52	4	11	1	10	0	2	7	4	12	1	2	0	9	1	9	2	10	2	0	21	29	10	1	0	3	1	4	6	21	4	13	0	12	7	12	7	0	13
O'Reilly Radar	10	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
ReadWrite	0	2	0	0	0	1	1	0	1	0	1	0	0	0	1	0	11	1	0	2	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	2	0	5	0	0	0	1	0	0	0	3	3	0	0	0	0	4	0	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	4	0	1	2	2	1	0	1	0	2	0	4	0	0	0	2	0	0	0	0	0	0	3	1	0	0	1	1	1	0	0	0	2	2	0	2	1	1	3	0	1	0	1	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	6	20	0	5	0	0	0	0	2	1	0	2	0	0	0	4	2	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	1	0	1	0	2	1	9	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3	0	0	3	1	0	0	2	0	0	0	0	0	4	0	9	0	6	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2	1	0	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	1	1	0	1	2	1	1	1	0	0	2	1	1	1	0	4	1	0	6	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	5	0	5	0	0	0	2	1	1	0	4	2	0	0	0	0	0	2	0
Talking Points Memo	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lifehacker	0	0	0	1	2	0	0	0	1	2	1	2	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	1	2	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	2	1	3	1	0	0	0	0	0	0	2	0	1	0	0	2	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	3	0	0	0	1	0	0	1	1	0	0	1	0	2	2	0	1	0	0	4	1	3	0	1	0	1	1	4	0	0	0	2	1	0	0	2	1	0	1	2	1	0	1	0	0	0	1	1	0	0	0	1	3	0	0	0	2	0	0	0	0	0	1	2	2	0	2	0	0	0	0	0	0	1	1	0	7	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	3	0	25	0	0	0	1	2	0	0	0	1	0	2	0	0	2	3	0	0	0	2	2	3	0	1	0	0	2	1	1	0	1	0	1	2	0	1	2	0	0	2	0	1	1	0	2	0	2	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	5	0	1	1	0	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	2	0	0	0	2	0	0	0	1	4	0	1	3	4	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	1	0	2	0	0	1	0	0	1	0	0	1	2	1	1	1	0	0	0	0	0	0	0	1	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	2	0	0	1	1	0	0	0	0	0	0	0	2	0	1	3	1	2	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	1	0	1	3	0	0	1	4	0	3	1	1	2	0	1	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	2	1	3	0	3	3	3	2	0	2	0	0	0	2	0	3	2	0	0	0	0	0	0	3	2	0	1	1	0	1	0	0	1
Google Operating System	0	0	0	0	0	0	0	7	3	11	3	0	0	0	0	0	0	1	0	3	1	1	0	0	2	2	1	2	1	0	1	4	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	1	1	2	1	0	0	4	0	1	0	2	2	0	2	1	2	0	4	0	0	2	1	0	0	0	0	2	0	0	0	3	1	4	1	1	0	0	9	4	0	0	1	4	2	3	1	0	1	0	0	0	1	0	5	5	1	0	0	0	0	9	3	3	1	2	4	1	0	0	1	5	0	1	1	1	0	1	9	0	3	0	0	2	0	0	4	0	0	0	0	0	0	0	3	3	3	4	0	0	2	1	0	2	0	2	2	1	0	1	0	0	0	0	0	3	0	0	2	0	0	2	7	5	0	0	0	18	0	1	0	0	0	0	10	4	0	1	3	0	0	1	1	1	5	0	2	1	0	0	1	2	0	0	0	0	1	1	1	1	0	2	1	2	2	2	0	1	2	0	1	1	2	0	3	5	3	0	0	0	2	0	1	1	2	0	7	0	0	2	1	1	1	4	0	0	3	1	2	2	0	1	0	0	0	2	10	0	6	0	0	0	1	0	0	2	0	0	4	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	4	0	0	2	3	3	0	1	0	1	0	1	0	0	0	2	2	0	0	0	0	0	1	0	5	1	0	0	0	3	0	1	2	0	11	0	3	0	0	2	1	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	2	0	3	9	0	3	0	0	13	2	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	108	1	1	0	1	4	0	7	3	0	4	1	0	0	2	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	4	0	1	0	0	1	1	0	0	1	0	0	0	0	2	0	1	1	53	0	0	0	0	1	1	1	0	0	0	1	2	0	0	2	5	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	2	0	7	0	1	3	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	1	1	3	5	4	3	0	9	1	1	2	0	0	3	0	12	1	1	0	0	0	1	0	0	9	4	2	0	0	2	0	2	0	0
We Make Money Not Art	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Make: DIY Projects and Ideas for Makers	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	1	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	10	0	1	0	0	3	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	24	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	11	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Celebslam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Mashable	0	3	1	0	8	3	0	0	1	3	3	2	0	2	2	0	12	2	0	0	9	0	1	1	6	1	0	4	0	0	3	2	2	0	1	3	0	0	1	0	2	4	0	0	2	0	1	3	1	0	1	2	0	2	3	0	0	5	0	1	1	1	0	1	0	3	0	4	1	0	4	2	0	0	7	0	3	4	0	1	0	6	0	0	13	3	4	1	1	0	2	12	2	2	0	1	14	0	0	3	1	0	2	1	0	4	0	0	1	4	3	0	0	1	0	0	14	2	1	0	0	1	3	2	1	0	0	2	3	0	1	0	1	2	4	0	1	1	1	0	0	0	0	3	0	1	7	0	4	2	2	0	2	4	0	0	0	1	1	0	2	5	2	1	0	0	0	3	1	0	2	0	3	1	1	0	4	0	5	4	2	0	2	4	4	2	0	4	2	0	0	6	5	0	2	31	3	0	0	0	1	1	0	2	1	0	0	2	2	1	0	2	0	0	2	1	3	0	2	0	0	0	1	2	2	0	1	7	5	1	0	0	14	10	0	0	0	1	0	2	10	2	0	0	1	0	0	2	1	1	0	3	1	1	1	6	0	0	1	0	19	4	2	1	2	3	4	0	0	3	0	3	0	0	1	1	1	1	0	2	3	6	0	1	0	2	1	2	2	1	0	0	3	2	0	0	2	2	3	1	0	0	0	4	0	1	2	0	0	2	0	4	6	0	9	0	0	3	2	2	2	3	0	2	0	1	0	0	2	1	2	0	1	0	5	0	0	3	0	2	1	3	0	4	2	1	3	0	0	0	0	0	2	1	2	3	0	2	0	1	2	1	2	1	0	1	3	1	1	0	0	0	0	0	0	0	2	2	0	0	0	2	0	1	0	0	0	0	2	1	0	0	0	1	1	1	0	3	7	2	0	0	0	0	0	0	3	0	0	1	1	1	1	2	0	2	6	1	1	0	1	6	0	1	2	2	2	4	0	1	1	2	2	0	2	1	2	5	1	0	9	1	1	2	0	0	1	4	0	1	2	3	0	0	0	0	2	0	1	2	0	0	0	1	0	0	6	0	2	0	0	0	1	2	0	0	0	0	3	0	1	2	0	0	1	2	0	1	0	0	3	5	0	1	0	0	1	1	1	1	1	0	0	2	3	12	7	0	2	1	0	11	7	3	1	0	2	0	1	0	1	6	4	0	3	2	4	1	1	0
TechCrunch	1	0	0	1	0	1	1	0	0	2	0	0	0	2	0	0	6	0	0	0	0	0	0	1	3	2	0	2	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	1	1	0	0	0	1	0	1	2	0	0	1	0	5	0	0	0	0	1	0	6	1	1	0	0	0	1	10	0	0	8	1	0	1	1	0	0	1	2	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	2	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	3	0	0	0	1	1	1	1	0	0	0	1	1	0	4	0	0	0	0	0	1	0	1	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	2	0	2	0	2	0	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	2	0	0	0	0	0	1	0	0	2	1	0	0	2	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	5	0	1	0	0	0	1	1	0	0	1	0	2	0	1	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	8	0	0	0	1	0	0	1	4	0	1	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1	1	0	1	0	2	0	1	0	0	0	0	1	0	2	2	1	0	0	3	3	1	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	3	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	3	0	0	0	1	0	0	2	0	0	1	0	1	0
